date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-03-06,,,,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,,,,
2020-03-10,,,,
2020-03-11,,,,
2020-03-12,,,,
2020-03-13,,,,
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,,,,
2020-03-17,,,,
2020-03-18,,,,
2020-03-19,,,,
2020-03-20,,,,
2020-03-21,,,,
2020-03-22,,,,
2020-03-23,,,,
2020-03-24,,,,
2020-03-25,,,,
2020-03-26,,,,
2020-03-27,,,,
2020-03-28,,,,
2020-03-29,,,,
2020-03-30,,,,
2020-03-31,,,,
2020-04-01,1,1,,
2020-04-02,,,1,2
2020-04-03,,,2,4
2020-04-04,,,2,6
2020-04-05,,,2,8
2020-04-06,,,2,10
2020-04-07,,,2,12
2020-04-08,,,2,14
2020-04-09,,,2,16
2020-04-10,,,2,18
2020-04-11,,,2,20
2020-04-12,,,2,22
2020-04-13,,,2,24
2020-04-14,,,2,26
2020-04-15,,,2,28
2020-04-16,,,1,29
2020-04-17,,,1,30
2020-04-18,,,1,31
2020-04-19,,,1,32
2020-04-20,,,1,33
2020-04-21,,,1,34
2020-04-22,,,1,35
2020-04-23,,,1,36
2020-04-24,,,1,37
2020-04-25,,,1,38
2020-04-26,,,1,39
2020-04-27,,,1,40
2020-04-28,,,1,41
2020-04-29,,,1,42
2020-04-30,,,1,43
2020-05-01,,,1,44
2020-05-02,,,1,45
2020-05-03,,,1,46
2020-05-04,,,1,47
2020-05-05,,,1,48
2020-05-06,,,1,49
2020-05-07,,,1,50
2020-05-08,,,1,51
2020-05-09,,,1,52
2020-05-10,,,1,53
2020-05-11,,,1,54
2020-05-12,,,1,55
2020-05-13,,,1,56
2020-05-14,,,1,57
2020-05-15,,,1,58
2020-05-16,,,1,59
2020-05-17,,,1,60
2020-05-18,,,1,61
2020-05-19,,,1,62
2020-05-20,,,1,63
2020-05-21,,,1,64
2020-05-22,,,1,65
2020-05-23,,,1,66
2020-05-24,,,1,67
2020-05-25,,,1,68
2020-05-26,,,1,69
2020-05-27,,,1,70
2020-05-28,,,0,70
2020-05-29,,,0,70
2020-05-30,,,0,70
2020-05-31,,,0,70
2020-06-01,,,0,70
2020-06-02,,,0,70
2020-06-03,,,0,70
2020-06-04,,,0,70
2020-06-05,,,0,70
2020-06-06,,,0,70
2020-06-07,,,0,70
2020-06-08,,,0,70
2020-06-09,,,0,70
2020-06-10,,,0,70
2020-06-11,,,0,70
2020-06-12,,,0,70
2020-06-13,,,0,70
2020-06-14,,,0,70
2020-06-15,,,0,70
2020-06-16,,,0,70
2020-06-17,,,0,70
2020-06-18,,,0,70
2020-06-19,,,0,70
2020-06-20,,,0,70
2020-06-21,,,0,70
2020-06-22,,,0,70
2020-06-23,,,0,70
2020-06-24,,,0,70
2020-06-25,,,0,70
2020-06-26,,,0,70
2020-06-27,,,0,70
2020-06-28,,,0,70
2020-06-29,,,0,70
2020-06-30,,,0,70
