country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Iran,2.64,2020-02-25,0.90,2020-04-20,1.18,2020-09-24,0.97
Ireland,1.65,2020-03-27,0.67,2020-05-25,1.11,2020-09-24,1.00
Israel,2.77,2020-03-17,0.70,2020-05-15,1.24,2020-09-24,0.87
Italy,2.74,2020-02-27,0.86,2020-05-25,1.21,2020-09-24,1.01
Japan,1.38,2020-04-01,0.78,2020-06-01,1.42,2020-09-24,0.93
Kuwait,1.93,2020-04-16,0.88,2020-06-30,1.10,2020-09-24,1.02
Latvia,1.54,2020-03-30,0.50,2020-05-25,0.96,2020-09-24,0.96
Lithuania,1.80,2020-03-12,0.69,2020-05-25,0.98,2020-09-24,0.99
Luxembourg,1.60,2020-03-18,0.58,2020-05-25,1.21,2020-09-24,1.00
Malaysia,2.28,2020-03-07,0.63,2020-05-15,0.81,2020-09-24,0.82
Malta,1.62,2020-03-20,0.70,2020-05-25,1.35,2020-09-24,1.08
Mexico,2.45,2020-04-01,1.05,2020-06-01,1.11,2020-09-24,0.96
Moldova,1.89,2020-03-18,1.01,2020-05-15,1.16,2020-09-24,0.99
Morocco,2.15,2020-03-12,0.76,2020-06-01,1.52,2020-09-24,1.06
Netherlands,2.73,2020-03-08,0.75,2020-05-25,1.22,2020-09-24,1.05
Nigeria,1.68,2020-04-13,0.95,2020-05-15,0.93,2020-09-24,0.94
Norway,1.73,2020-03-16,0.54,2020-05-15,1.01,2020-09-24,0.97
Pakistan,1.61,2020-05-11,0.84,2020-05-20,0.80,2020-09-24,0.98
Panama,1.43,2020-03-19,0.98,2020-05-15,1.19,2020-09-24,0.98
Peru,2.24,2020-04-02,1.04,2020-06-01,1.22,2020-09-24,0.87
Philippines,1.18,2020-03-15,0.93,2020-06-01,1.29,2020-09-24,1.01
Poland,1.51,2020-03-19,0.92,2020-05-25,1.22,2020-09-24,1.06
Portugal,2.20,2020-03-10,0.78,2020-05-25,1.09,2020-09-24,1.03
Romania,1.75,2020-03-15,0.83,2020-05-25,1.35,2020-09-24,0.99
Russia,1.64,2020-04-18,0.92,2020-05-15,1.06,2020-09-24,1.02
Saudi Arabia,2.56,2020-03-23,1.13,2020-06-21,1.09,2020-09-24,0.96
Serbia,1.71,2020-03-24,0.73,2020-05-15,1.43,2020-09-24,0.92
Slovakia,1.53,2020-03-28,0.51,2020-05-25,1.35,2020-09-24,1.06
Slovenia,1.49,2020-03-20,0.66,2020-05-25,1.13,2020-09-24,1.05
South Africa,2.76,2020-03-30,1.11,2020-06-01,1.38,2020-09-24,0.83
South Korea,2.20,2020-02-21,0.84,2020-05-06,1.26,2020-09-24,1.04
Spain,3.46,2020-03-04,0.80,2020-05-25,1.59,2020-09-24,0.99
Sweden,1.97,2020-03-17,0.90,2020-05-25,0.97,2020-09-24,0.93
Switzerland,2.35,2020-03-08,0.66,2020-05-25,1.29,2020-09-24,1.06
Turkey,2.64,2020-03-19,0.71,2020-06-01,1.12,2020-09-24,1.06
Ukraine,1.85,2020-03-23,0.98,2020-05-15,1.23,2020-09-24,1.04
United Arab Emirates,1.75,2020-04-03,0.80,2020-06-01,1.11,2020-09-24,1.05
United Kingdom,3.02,2020-03-10,0.85,2020-06-01,1.26,2020-09-24,1.04
United States,2.26,2020-03-15,0.90,2020-05-10,1.27,2020-09-24,0.96
