date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean
2020-02-22,,,,,,,,,147,100,200,147,100,200,147,100,200,1.73531644009
2020-02-23,,,,,,,,,147,100,200,293,200,400,293,200,400,1.7346914053
2020-02-24,,,,,,,,,147,100,200,440,300,600,440,300,600,1.73455316061
2020-02-25,,,,,,,,,147,100,200,587,400,800,587,400,800,1.73438437657
2020-02-26,,,,,,,,,147,100,200,734,500,1000,734,500,1000,1.73417832504
2020-02-27,,,,,,,,,147,100,200,880,600,1200,880,600,1200,1.73392680449
2020-02-28,,,,,,,,,147,100,200,1027,700,1400,1027,700,1400,1.73361982149
2020-02-29,,,,,,,,,147,100,200,1174,800,1600,1174,800,1600,1.73324520554
2020-03-01,,,,,,,,,147,100,200,1320,900,1800,1320,900,1800,1.73278814386
2020-03-02,,,,,,,,,396,279,558,1717,1179,2358,1717,1179,2358,1.73223062111
2020-03-03,,,,,,,,,395,278,556,2112,1458,2914,2112,1458,2914,1.73155074637
2020-03-04,,,,,,,,,415,293,586,2526,1752,3499,2526,1752,3499,1.7307219473
2020-03-05,,,,,,,,,456,324,647,2983,2076,4145,2983,2076,4145,1.72971200903
2020-03-06,,,,,,,,,541,389,773,3524,2466,4918,3524,2466,4918,1.7284819327
2020-03-07,,,,,,,,,674,489,970,4198,2956,5887,4198,2956,5887,1.72698458618
2020-03-08,,,,,,,,,778,568,1123,4830,3424,6809,4977,3524,7009,1.72516311736
2020-03-09,,,,,,,,,869,638,1255,5552,3963,7864,5846,4163,8264,1.72294909742
2020-03-10,,,,,,,,,977,722,1413,6382,4586,9077,6822,4886,9677,1.72026035844
2020-03-11,,,,,,,,,1106,824,1603,7341,5310,10479,7928,5710,11279,1.71699848367
2020-03-12,,,,,,,,,1269,952,1838,8464,6162,12117,9197,6662,13117,1.71304589974
2020-03-13,,,,,,,,,1441,1088,2083,9758,7150,13999,10638,7750,15199,1.70826250607
2020-03-14,,,,,,,,,1620,1230,2330,11231,8280,16129,12258,8980,17529,1.70248176191
2020-03-15,,,,,,,,,1813,1384,2591,12897,9565,18520,14071,10365,20120,1.69550615297
2020-03-16,,,,,,,,,2028,1558,2898,14778,11023,21217,16099,11923,23017,1.68710202735
2020-03-17,1,1,,,,,,,2271,1754,3238,16653,12498,23896,18369,13678,26254,1.67699403852
2020-03-18,0,1,,,,,,,2534,1968,3573,18792,14188,26914,20903,15646,29827,1.6648600767
2020-03-19,0,1,,,,,,,2813,2172,3936,21190,16066,30264,23717,17818,33763,1.65032890506
2020-03-20,1,2,,,,,,,3109,2369,4311,23843,18111,33929,26825,20188,38073,1.63298491553
2020-03-21,1,3,,,,,,,3421,2562,4676,26722,20284,37832,30246,22750,42749,1.6123869125
2020-03-22,2,5,,,,,,,3747,2768,5057,29795,22563,41919,33994,25519,47806,1.5881084122
2020-03-23,1,6,,,,,,,4083,2987,5474,33100,24982,46271,38076,28507,53279,1.55980186014
2020-03-24,1,7,,,,,,,4418,3217,5968,36649,27561,50983,42494,31724,59247,1.52727661083
2020-03-25,1,8,,,,,,,4746,3457,6355,40418,30296,55925,47241,35182,65601,1.49056662457
2020-03-26,5,13,,,,,,,5060,3705,6650,44372,33177,60972,52300,38887,72250,1.44996206499
2020-03-27,5,18,,,,,,,5352,3938,6962,48455,36163,66095,57652,42825,79212,1.40599630718
2020-03-28,0,18,,,,,,,5616,4159,7265,52630,39234,71278,63269,46984,86476,1.35940484308
2020-03-29,3,21,,,,,,,5845,4378,7437,56855,42382,76385,69113,51363,93913,1.3110838945
2020-03-30,10,31,,,,,,,6032,4533,7665,61075,45531,81459,75145,55897,101578,1.26206317198
2020-03-31,2,33,,,,,,,6175,4714,7789,65222,48688,86351,81320,60611,109367,1.2134796885
2020-04-01,4,37,,,,,,,6274,4724,7954,69225,51658,91067,87594,65336,117320,1.16652295442
2020-04-02,16,53,,,,,,,6330,4746,8024,73020,54436,95517,93923,70083,125343,1.12233328363
2020-04-03,14,67,,,,,,,6347,4768,8072,76553,57032,99653,100270,74851,133415,1.08186696125
2020-04-04,27,94,,,,,,,6330,4794,8018,79774,59457,103359,106600,79646,141432,1.04577146989
2020-04-05,25,119,,,,,,,6285,4791,8041,82639,61686,106724,112885,84437,149472,1.01432046519
2020-04-06,31,150,,,,,,,6217,4748,7945,85109,63665,109612,119102,89185,157417,0.987434476324
2020-04-07,3,153,,,,,,,6131,4668,7867,87157,65346,112004,125233,93854,165283,0.964772249485
2020-04-08,0,153,,,,,,,6031,4624,7642,88770,66753,113678,131264,98478,172924,0.945848527341
2020-04-09,47,200,,,,,,,5919,4580,7539,89942,67876,114862,137183,103058,180463,0.930135799894
2020-04-10,22,222,,,,,,,5799,4515,7401,90681,68687,115614,142982,107574,187863,0.917130243517
2020-04-11,31,253,,,,,,,5673,4422,7202,91002,69172,115854,148654,111997,195065,0.906383579668
2020-04-12,21,274,,,,,,,5543,4305,6992,90929,69317,115581,154197,116302,202057,0.897512037135
2020-04-13,17,291,,,,,,,5411,4225,6835,90495,69164,114979,159608,120528,208891,0.890193426232
2020-04-14,43,334,,,,,,,5278,4103,6637,89741,68734,113950,164886,124632,215528,0.884159610082
2020-04-15,51,385,,,,,,,5146,3977,6461,88712,67997,112622,170032,128609,221988,0.879188144388
2020-04-16,105,490,,,,,,,5014,3846,6242,87452,67119,110910,175046,132455,228230,0.875094633023
2020-04-17,34,524,,,,,,,4884,3709,6143,86007,66082,109030,179930,136165,234372,0.871726228481
2020-04-18,40,564,,,,,,,4757,3589,6060,84417,64903,107018,184687,139755,240432,0.868956248209
