date,state,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-03-17,AK,3,0,337,,0.428571,0,48.1429,0.00890208,0.00890208,13,8.66667,19.5,1.15464,71.9184,47.9456,107.878,725.572,483.715,1088.36,0.000991836,0.000661224,0.00148775,753.977,502.651,1130.97,0.00103066,0.000687109,0.001546
2020-03-18,AK,8,0,412,,1.14286,0,58.8571,0.0194175,0.0194175,12.5,8.33333,18.75,1.02798,67.3963,44.9308,101.094,777.54,518.36,1166.31,0.00106287,0.000708583,0.00159431,821.373,547.582,1232.06,0.00112279,0.000748529,0.00168419
2020-03-19,AK,11,0,438,,1.57143,0,62.5714,0.0251142,0.0251142,12,8,18,0.921585,61.8688,41.2459,92.8032,822.352,548.235,1233.53,0.00112413,0.00074942,0.0016862,883.242,588.828,1324.86,0.00120737,0.00080491,0.00181105
2020-03-20,AK,14,0,698,,2,0,99.7143,0.0200573,0.0200573,11.5,7.66667,17.25,0.851475,57.467,38.3113,86.2004,859.354,572.903,1289.03,0.00117471,0.000783141,0.00176207,940.709,627.139,1411.06,0.00128592,0.000857281,0.00192888
2020-03-21,AK,15,0,772,,2.14286,0,110.286,0.0194301,0.0194301,11,7.33333,16.5,0.817691,54.4446,36.2964,81.6669,888.503,592.335,1332.75,0.00121456,0.000809705,0.00182184,995.154,663.436,1492.73,0.00136035,0.000906897,0.00204052
2020-03-22,AK,25,0,968,,3.57143,0,138.286,0.0258264,0.0258264,10.5,7,15.75,0.813959,52.1458,34.7639,78.2187,908.588,605.725,1362.88,0.00124201,0.000828008,0.00186302,1047.3,698.2,1570.95,0.00143163,0.000954418,0.00214744
2020-03-23,AK,38,0,968,,5.42857,0,138.286,0.0392562,0.0392562,10,6.66667,15,0.840908,51.744,34.496,77.616,922.781,615.187,1384.17,0.00126141,0.000840942,0.00189212,1099.04,732.696,1648.57,0.00150236,0.00100157,0.00225354
2020-03-24,AK,42,0,1022,,5.57143,0,97.8571,0.0569343,0.0569343,9.5,6.33333,14.25,0.899868,53.3637,35.5758,80.0455,932.267,621.511,1398.4,0.00127438,0.000849587,0.00191157,1152.41,768.272,1728.61,0.00157531,0.0010502,0.00236296
2020-03-25,AK,49,1,1691,,5.85714,0.142857,182.714,0.0320563,0.0320563,9,6,13.5,0.965182,55.2086,36.8057,82.8129,937.088,624.725,1405.63,0.00128097,0.00085398,0.00192146,1207.62,805.077,1811.42,0.00165077,0.00110052,0.00247616
2020-03-26,AK,63,1,1860,,7.42857,0.142857,203.143,0.0365682,0.0365682,8.5,5.66667,12.75,1.02289,57.5364,38.3576,86.3046,935.971,623.981,1403.96,0.00127944,0.000852963,0.00191917,1265.15,843.435,1897.73,0.00172943,0.00115295,0.00259414
2020-03-27,AK,74,1,2388,,8.57143,0.142857,241.429,0.035503,0.035503,8,5.33333,12,1.06367,61.9835,41.3224,92.9753,932.516,621.677,1398.77,0.00127472,0.000849814,0.00191208,1327.14,884.757,1990.7,0.00181415,0.00120944,0.00272123
2020-03-28,AK,91,2,2921,,10.8571,0.285714,307,0.0353653,0.0353653,7.5,5,11.25,1.07493,61.8221,41.2148,92.7332,926.042,617.361,1389.06,0.00126587,0.000843914,0.00189881,1388.96,925.972,2083.44,0.00189866,0.00126578,0.002848
2020-03-29,AK,110,2,3334,,12.1429,0.285714,338,0.0359256,0.0359256,7,4.66667,10.5,1.05321,60.248,40.1653,90.372,915.025,610.016,1372.54,0.00125081,0.000833874,0.00187622,1449.21,966.137,2173.81,0.00198102,0.00132068,0.00297153
2020-03-30,AK,118,3,3654,,11.4286,0.428571,383.714,0.0297841,0.0297841,6.5,4.33333,9.75,1.00635,58.1463,38.7642,87.2194,899.11,599.406,1348.66,0.00122906,0.000819371,0.00184358,1507.35,1004.9,2261.03,0.00206051,0.00137367,0.00309076
2020-03-31,AK,128,3,3713,,12.2857,0.428571,384.429,0.0319584,0.0319584,6,4,9,0.926116,54.1632,36.1088,81.2448,879.457,586.304,1319.18,0.00120219,0.00080146,0.00180329,1561.52,1041.01,2342.27,0.00213454,0.00142303,0.00320182
2020-04-01,AK,141,3,4603,,13.1429,0.285714,416,0.0315934,0.0315934,5.5,3.66667,8.25,0.838108,50.1241,33.416,75.1861,857.662,571.775,1286.49,0.0011724,0.000781599,0.0017586,1611.64,1074.43,2417.46,0.00220306,0.00146871,0.00330459
2020-04-02,AK,149,3,5022,,12.2857,0.285714,451.714,0.027198,0.027198,5,3.33333,7.5,0.756173,45.0556,30.0371,67.5834,835.322,556.881,1252.98,0.00114186,0.00076124,0.00171279,1656.7,1104.46,2485.04,0.00226465,0.00150977,0.00339698
2020-04-03,AK,160,3,6016,,12.2857,0.285714,518.286,0.0237045,0.0237045,4.5,3,6.75,0.68066,37.7748,25.1832,56.6622,811.228,540.818,1216.84,0.00110892,0.000739283,0.00166339,1694.47,1129.65,2541.7,0.00231629,0.00154419,0.00347443
2020-04-04,AK,171,5,6040,,11.4286,0.428571,445.571,0.0256492,0.0256492,4.3552,2.90347,6.5328,0.618347,33.6502,22.4334,50.4752,787.411,524.941,1181.12,0.00107637,0.000717578,0.00161455,1728.12,1152.08,2592.18,0.00236229,0.00157486,0.00354343
2020-04-05,AK,185,6,6284,,10.7143,0.571429,421.429,0.0254237,0.0254237,4.32206,2.88137,6.48309,0.575678,30.0854,20.0569,45.1281,763.052,508.701,1144.58,0.00104307,0.000695379,0.0015646,1758.21,1172.14,2637.31,0.00240341,0.00160228,0.00360512
2020-04-06,AK,191,6,6883,,10.4286,0.428571,461.286,0.0226076,0.0226076,4.16863,2.77909,6.25294,0.542076,26.2964,17.5309,39.4446,737.202,491.468,1105.8,0.00100773,0.000671822,0.0015116,1784.5,1189.67,2676.75,0.00243936,0.00162624,0.00365904
2020-04-07,AK,213,6,6913,,12.1429,0.428571,457.143,0.0265625,0.0265625,4.32829,2.88552,6.49243,0.521735,22.7612,15.1742,34.1418,708.219,472.146,1062.33,0.000968115,0.00064541,0.00145217,1807.26,1204.84,2710.89,0.00247047,0.00164698,0.00370571
2020-04-08,AK,226,7,7068,,12.1429,0.571429,352.143,0.0344828,0.0344828,4.62776,3.08518,6.94165,0.507402,19.2644,12.8429,28.8966,674.12,449.413,1011.18,0.000921502,0.000614335,0.00138225,1826.53,1217.68,2739.79,0.00249681,0.00166454,0.00374521
2020-04-09,AK,235,7,7223,,12.2857,0.571429,314.429,0.0390731,0.0390731,4.77106,3.18071,7.1566,0.49562,16.6091,11.0727,24.9136,635.521,423.68,953.281,0.000868738,0.000579158,0.00130311,1843.14,1228.76,2764.7,0.00251951,0.00167967,0.00377927
2020-04-10,AK,246,7,7432,,12.2857,0.571429,202.286,0.0607345,0.0607345,5.42283,3.61522,8.13424,0.489167,14.5796,9.71971,21.8693,592.564,395.043,888.846,0.000810017,0.000540011,0.00121503,1857.72,1238.48,2786.57,0.00253944,0.00169296,0.00380916
2020-04-11,AK,257,8,7732,,12.2857,0.428571,241.714,0.0508274,0.0508274,5.10251,3.40168,7.65377,0.490866,12.5798,8.38652,18.8697,543.16,362.107,814.74,0.000742483,0.000494989,0.00111373,1870.3,1246.86,2805.44,0.00255664,0.00170443,0.00383496
2020-04-12,AK,272,8,8038,,12.4286,0.285714,250.571,0.0496009,0.0496009,5.03699,3.35799,7.55549,0.502715,10.7657,7.17714,16.1486,492.104,328.069,738.155,0.000672691,0.000448461,0.00100904,1881.06,1254.04,2821.59,0.00257135,0.00171424,0.00385703
2020-04-13,AK,277,8,7830,,12.2857,0.285714,135.286,0.0908131,0.0908131,6.07233,4.04822,9.10849,0.534106,9.23637,6.15758,13.8546,441.092,294.061,661.638,0.00060296,0.000401973,0.000904439,1890.3,1260.2,2835.45,0.00258398,0.00172265,0.00387597
2020-04-14,AK,285,9,8348,,10.2857,0.428571,205,0.0501742,0.0501742,4.99995,3.3333,7.49992,0.584814,8.58812,5.72541,12.8822,391.534,261.023,587.301,0.000535215,0.00035681,0.000802823,1898.89,1265.92,2848.33,0.00259572,0.00173048,0.00389358
2020-04-15,AK,293,9,8664,,9.57143,0.285714,228,0.0419799,0.0419799,4.71978,3.14652,7.07967,0.654243,8.64456,5.76304,12.9668,346.015,230.677,519.023,0.000472992,0.000315328,0.000709489,1907.53,1271.69,2861.3,0.00260754,0.00173836,0.00391131
2020-04-16,AK,300,9,8735,,9.28571,0.285714,216,0.0429894,0.0429894,4.72814,3.1521,7.09222,0.732462,8.97333,5.98222,13.46,304.864,203.243,457.297,0.000416741,0.000277827,0.000625111,1916.5,1277.67,2874.76,0.0026198,0.00174654,0.0039297
2020-04-17,AK,309,9,9450,,9,0.285714,288.286,0.031219,0.031219,4.30464,2.86976,6.45696,0.810155,9.03851,6.02567,13.5578,268.847,179.232,403.271,0.000367506,0.000245004,0.000551259,1925.54,1283.69,2888.31,0.00263216,0.00175477,0.00394824
2020-04-18,AK,314,9,9655,39,8.14286,0.142857,274.714,0.0296412,0.0296412,4.22629,2.81752,6.33943,0.866397,8.90743,5.93829,13.3612,239.98,159.987,359.97,0.000328045,0.000218697,0.000492068,1934.45,1289.63,2901.67,0.00264433,0.00176289,0.0039665
2020-04-19,AK,319,9,9895,37,6.71429,0.142857,265.286,0.0253096,0.0253096,4.03962,2.69308,6.05942,0.898252,8.76432,5.84288,13.1465,215.094,143.396,322.641,0.000294027,0.000196018,0.000441041,1943.21,1295.48,2914.82,0.00265632,0.00177088,0.00398447
2020-04-20,AK,321,9,10124,46,6.28571,0.142857,327.714,0.0191805,0.0191805,3.76051,2.50701,5.64077,0.898703,8.84606,5.89737,13.2691,193.855,129.237,290.782,0.000264994,0.000176662,0.000397491,1952.06,1301.37,2928.09,0.00266841,0.00177894,0.00400261
2020-04-21,AK,329,9,11119,42,6.28571,0,395.857,0.0158787,0.0158787,3.58837,2.39225,5.38256,0.868654,8.17257,5.44838,12.2589,175.731,117.154,263.597,0.000240219,0.000160146,0.000360329,1960.23,1306.82,2940.35,0.00267958,0.00178639,0.00401937
2020-04-22,AK,335,9,12159,39,6,0,499.286,0.0120172,0.0120172,3.37029,2.24686,5.05543,0.81195,7.37464,4.91643,11.062,160.344,106.896,240.517,0.000219186,0.000146124,0.000328779,1967.61,1311.74,2951.41,0.00268966,0.00179311,0.00403449
2020-04-23,AK,337,9,12161,42,5.28571,0,489.429,0.0107998,0.0107998,3.28829,2.19219,4.93243,0.748071,6.38187,4.25458,9.57281,147.462,98.3079,221.193,0.000201576,0.000134384,0.000302364,1973.99,1315.99,2960.98,0.00269838,0.00179892,0.00404758
2020-04-24,AK,339,9,12281,36,4.28571,0,404.429,0.010597,0.010597,3.26567,2.17712,4.89851,0.687274,5.51471,3.67647,8.27207,136.368,90.9117,204.551,0.00018641,0.000124274,0.000279615,1979.5,1319.67,2969.26,0.00270592,0.00180395,0.00405888
2020-04-25,AK,339,9,15732,32,3.57143,0,868.143,0.00411387,0.00411387,2.78219,1.85479,4.17328,0.655243,5.01976,3.34651,7.52964,126.808,84.5385,190.212,0.000173342,0.000115562,0.000260014,1984.52,1323.02,2976.79,0.00271278,0.00180852,0.00406918
2020-04-26,AK,341,9,16177,14,3.14286,0,897.429,0.00350207,0.00350207,2.71587,1.81058,4.0738,0.655802,4.68584,3.1239,7.02876,118.914,79.2759,178.371,0.000162552,0.000108368,0.000243827,1989.21,1326.14,2983.81,0.00271919,0.00181279,0.00407878
2020-04-27,AK,345,9,16256,10,3.42857,0,876,0.00391389,0.00391389,2.75073,1.83382,4.1261,0.69421,4.40808,2.93872,6.61212,112.556,75.0375,168.834,0.000153861,0.000102574,0.000230791,1993.62,1329.08,2990.43,0.00272522,0.00181681,0.00408782
2020-04-28,AK,351,9,17089,16,3.14286,0,852.857,0.00368509,0.00368509,2.72268,1.81512,4.08402,0.770241,4.38144,2.92096,6.57216,107.701,71.8008,161.552,0.000147224,9.81496e-05,0.000220837,1998,1332,2997,0.0027312,0.0018208,0.00409681
2020-04-29,AK,355,9,19119,14,2.85714,0,994.286,0.00287356,0.00287356,2.63314,1.75542,3.94971,0.876466,4.52111,3.01407,6.78166,103.634,69.0895,155.451,0.000141665,9.44433e-05,0.000212497,2002.52,1335.01,3003.78,0.00273739,0.00182492,0.00410608
2020-04-30,AK,355,9,19119,19,2.57143,0,994,0.00258695,0.00258695,2.59604,1.73069,3.89406,0.997657,4.94607,3.29738,7.41911,99.9357,66.6238,149.904,0.000136609,9.10728e-05,0.000204914,2007.47,1338.31,3011.2,0.00274415,0.00182943,0.00411622
2020-05-01,AK,364,9,20325,25,3.57143,0,1149.14,0.00310791,0.00310791,2.64824,1.76549,3.97236,1.10877,5.44235,3.62823,8.16353,96.4048,64.2698,144.607,0.000131782,8.78549e-05,0.000197674,2012.91,1341.94,3019.36,0.00275159,0.00183439,0.00412738
2020-05-02,AK,365,9,21399,10,3.71429,0,809.571,0.00458797,0.00458797,2.78155,1.85437,4.17233,1.19435,5.77913,3.85276,8.6687,93.1454,62.0969,139.718,0.000127327,8.48846e-05,0.00019099,2018.69,1345.79,3028.03,0.00275949,0.00183966,0.00413923
2020-05-03,AK,368,9,21578,12,3.85714,0,771.571,0.00499907,0.00499907,2.80959,1.87306,4.21438,1.24339,6.22907,4.15272,9.34361,90.467,60.3114,135.701,0.000123666,8.24438e-05,0.000185499,2024.92,1349.94,3037.38,0.002768,0.00184533,0.004152
2020-05-04,AK,370,9,21723,12,3.57143,0,781,0.00457289,0.00457289,2.76845,1.84563,4.15267,1.24918,6.21898,4.14599,9.32848,87.9217,58.6145,131.883,0.000120186,8.01242e-05,0.000180279,2031.14,1354.09,3046.7,0.0027765,0.001851,0.00416475
2020-05-05,AK,371,9,22692,13,2.85714,0,800.429,0.00356952,0.00356952,2.67382,1.78255,4.01073,1.20624,6.35849,4.239,9.53774,85.4341,56.9561,128.151,0.000116786,7.78573e-05,0.000175179,2037.49,1358.33,3056.24,0.00278519,0.0018568,0.00417779
2020-05-06,AK,372,10,23655,8,2.42857,0.142857,648,0.0037478,0.0037478,2.68529,1.79019,4.02794,1.13399,6.33013,4.22008,9.49519,83.5917,55.7278,125.388,0.000114267,7.61782e-05,0.000171401,2043.82,1362.55,3065.74,0.00279385,0.00186256,0.00419077
2020-05-07,AK,374,10,24341,12,2.71429,0.142857,746,0.00363845,0.00363845,2.67022,1.78015,4.00533,1.0305,5.92855,3.95237,8.89283,82.1456,54.7637,123.218,0.000112291,7.48604e-05,0.000168436,2049.75,1366.5,3074.63,0.00280195,0.00186797,0.00420293
2020-05-08,AK,377,10,25473,16,1.85714,0.142857,735.429,0.00252525,0.00252525,2.55425,1.70283,3.83137,0.943678,5.36234,3.57489,8.04351,81.1261,54.084,121.689,0.000110897,7.39313e-05,0.000166345,2055.12,1370.08,3082.67,0.00280928,0.00187285,0.00421392
2020-05-09,AK,378,10,26449,8,1.85714,0.142857,721.429,0.00257426,0.00257426,2.55552,1.70368,3.83327,0.890635,5.00813,3.33875,7.5122,80.6195,53.7463,120.929,0.000110204,7.34696e-05,0.000165307,2060.12,1373.42,3090.19,0.00281613,0.00187742,0.00422419
2020-05-10,AK,379,10,27364,8,1.57143,0.142857,826.571,0.00190114,0.00190114,2.47394,1.64929,3.7109,0.881705,4.43334,2.95556,6.65001,80.0331,53.3554,120.05,0.000109403,7.29352e-05,0.000164104,2064.56,1376.37,3096.84,0.00282219,0.00188146,0.00423328
2020-05-11,AK,381,10,28680,7,1.57143,0.142857,993.857,0.00158114,0.00158114,2.4291,1.6194,3.64365,0.972122,4.8604,3.24027,7.2906,80.2076,53.4717,120.311,0.000109641,7.30943e-05,0.000164462,2069.42,1379.61,3104.13,0.00282883,0.00188589,0.00424325
2020-05-12,AK,383,10,29961,10,1.71429,0.142857,1038.43,0.00165085,0.00165085,2.43533,1.62355,3.65299,1.20746,5.42023,3.61349,8.13035,81.2198,54.1465,121.83,0.000111025,7.40167e-05,0.000166537,2074.84,1383.23,3112.26,0.00283624,0.00189083,0.00425436
2020-05-13,AK,384,10,30649,12,1.71429,0,999.143,0.00171576,0.00171576,2.44066,1.6271,3.66098,1.53022,5.90189,3.93459,8.85283,82.7402,55.1601,124.11,0.000113103,7.54023e-05,0.000169655,2080.74,1387.16,3121.11,0.00284431,0.00189621,0.00426646
2020-05-14,AK,389,10,31762,12,2.14286,0,1060.14,0.00202129,0.00202129,2.47492,1.64994,3.71237,1.95361,8.30735,5.53824,12.461,86.5265,57.6843,129.79,0.000118279,7.88527e-05,0.000177419,2089.05,1392.7,3133.57,0.00285566,0.00190378,0.0042835
2020-05-15,AK,390,10,32418,8,1.85714,0,992.143,0.00187185,0.00187185,2.45383,1.63588,3.68074,2.41535,11.1197,7.41313,16.6795,92.7001,61.8001,139.05,0.000126718,8.44788e-05,0.000190077,2100.17,1400.11,3150.25,0.00287086,0.00191391,0.0043063
2020-05-16,AK,394,10,33281,10,2.28571,0,976,0.00234192,0.00234192,2.5041,1.6694,3.75615,2.76851,14.8954,9.93027,22.3431,102.153,68.1021,153.23,0.00013964,9.30935e-05,0.00020946,2115.06,1410.04,3172.59,0.00289123,0.00192748,0.00433684
2020-05-17,AK,398,10,34651,13,2.71429,0,1041,0.00260738,0.00260738,2.52823,1.68549,3.79235,3.03549,19.8434,13.2289,29.7651,116.217,77.4783,174.326,0.000158866,0.00010591,0.000238299,2134.91,1423.27,3202.36,0.00291835,0.00194557,0.00437753
2020-05-18,AK,401,10,35611,9,2.85714,0,990.143,0.00288559,0.00288559,2.55189,1.70126,3.82784,3.13252,23.8635,15.909,35.7953,133.852,89.2345,200.778,0.000182971,0.000121981,0.000274457,2158.77,1439.18,3238.15,0.00295097,0.00196731,0.00442646
2020-05-19,AK,401,10,36380,16,2.57143,0,917,0.00280418,0.00280418,2.54035,1.69357,3.81053,3.0414,28.1315,18.7544,42.1973,155.764,103.843,233.647,0.000212925,0.00014195,0.000319388,2186.9,1457.93,3280.35,0.00298943,0.00199295,0.00448414
2020-05-20,AK,404,10,37045,16,2.85714,0,913.714,0.00312695,0.00312695,2.56675,1.71117,3.85012,2.82992,33.0198,22.0132,49.5297,182.426,121.617,273.638,0.00024937,0.000166247,0.000374056,2219.92,1479.95,3329.88,0.00303456,0.00202304,0.00455185
2020-05-21,AK,404,10,39545,19,2.14286,0,1111.86,0.00192728,0.00192728,2.44195,1.62797,3.66293,2.49808,34.8254,23.217,52.2382,210.921,140.614,316.381,0.000288323,0.000192215,0.000432484,2254.75,1503.16,3382.12,0.00308217,0.00205478,0.00462325
2020-05-22,AK,406,10,41446,15,2.28571,0,1289.71,0.00177226,0.00177226,2.42098,1.61399,3.63147,2.09235,37.1144,24.7429,55.6715,242.107,161.405,363.16,0.000330953,0.000220635,0.000496429,2291.86,1527.91,3437.79,0.0031329,0.0020886,0.00469936
2020-05-23,AK,410,10,42351,10,2.28571,0,1295.71,0.00176406,0.00176406,2.41723,1.61148,3.62584,1.76705,37.8066,25.2044,56.7099,274.551,183.034,411.827,0.000375303,0.000250202,0.000562954,2329.67,1553.11,3494.5,0.00318458,0.00212306,0.00477688
2020-05-24,AK,410,10,43507,10,1.71429,0,1265.14,0.00135501,0.00135501,2.36326,1.57551,3.54489,1.49539,37.6428,25.0952,56.4642,307.186,204.79,460.779,0.000419914,0.000279942,0.00062987,2367.31,1578.21,3550.96,0.00323604,0.00215736,0.00485406
2020-05-25,AK,411,10,44472,10,1.42857,0,1265.86,0.00112854,0.00112854,2.32935,1.5529,3.49403,1.31997,38.2984,25.5323,57.4476,341.051,227.367,511.576,0.000466206,0.000310804,0.000699309,2405.61,1603.74,3608.41,0.00328839,0.00219226,0.00493259
2020-05-26,AK,413,10,44964,12,1.71429,0,1226.29,0.00139795,0.00139795,2.36418,1.57612,3.54627,1.21386,38.6297,25.7531,57.9445,374.82,249.88,562.23,0.000512368,0.000341578,0.000768552,2444.24,1629.49,3666.36,0.0033412,0.00222747,0.0050118
2020-05-27,AK,414,10,46363,14,1.42857,0,1331.14,0.00107319,0.00107319,2.31703,1.54469,3.47554,1.14979,39.6335,26.4223,59.4502,409.033,272.689,613.55,0.000559136,0.000372757,0.000838704,2483.87,1655.91,3725.81,0.00339538,0.00226358,0.00509306
2020-05-28,AK,427,10,47970,10,3.28571,0,1203.57,0.00272997,0.00272997,2.5024,1.66826,3.75359,1.12233,41.9673,27.9782,62.951,445.099,296.732,667.648,0.000608437,0.000405624,0.000912655,2525.84,1683.89,3788.76,0.00345274,0.00230183,0.00517912
2020-05-29,AK,432,10,49439,14,3.71429,0,1141.86,0.00325285,0.00325285,2.54491,1.69661,3.81736,1.11476,42.4472,28.2982,63.6708,479.239,319.492,718.858,0.000655105,0.000436736,0.000982657,2568.29,1712.19,3852.43,0.00351077,0.00234051,0.00526615
2020-05-30,AK,435,10,51695,14,3.57143,0,1334.86,0.00267551,0.00267551,2.49106,1.66071,3.7366,1.10424,43.498,28.9987,65.247,511.617,341.078,767.425,0.000699365,0.000466243,0.00104905,2611.78,1741.19,3917.68,0.00357023,0.00238015,0.00535534
2020-05-31,AK,463,10,51695,14,7.57143,0,1169.71,0.00647289,0.00647289,2.759,1.83933,4.1385,1.09103,44.2642,29.5095,66.3963,540.986,360.657,811.479,0.000739511,0.000493007,0.00110927,2656.05,1770.7,3984.07,0.00363074,0.00242049,0.00544611
2020-06-01,AK,470,10,54190,10,8.42857,0,1388.29,0.00607121,0.00607121,2.73048,1.82032,4.09572,1.06226,43.8706,29.247,65.8058,565.013,376.675,847.519,0.000772356,0.000514904,0.00115853,2699.92,1799.95,4049.88,0.00369071,0.00246047,0.00553606
2020-06-02,AK,490,10,56203,10,11,0,1605.57,0.00685114,0.00685114,2.77116,1.84744,4.15675,1.02642,43.462,28.9746,65.1929,584.611,389.741,876.917,0.000799146,0.000532764,0.00119872,2743.38,1828.92,4115.07,0.00375012,0.00250008,0.00562518
2020-06-03,AK,508,10,58182,11,13.4286,0,1688.43,0.0079533,0.0079533,2.82575,1.88383,4.23863,0.988599,41.4034,27.6023,62.1051,597.883,398.589,896.825,0.000817288,0.000544859,0.00122593,2784.78,1856.52,4177.18,0.00380672,0.00253781,0.00571007
2020-06-04,AK,518,10,60097,13,13,0,1732.43,0.00750392,0.00750392,2.79716,1.86478,4.19575,0.947406,39.5227,26.3485,59.284,604.386,402.924,906.579,0.000826178,0.000550785,0.00123927,2824.31,1882.87,4236.46,0.00386074,0.00257383,0.00579111
2020-06-05,AK,529,10,60990,8,13.8571,0,1650.14,0.00839754,0.00839754,2.83815,1.8921,4.25723,0.919017,38.8084,25.8722,58.2125,608.369,405.579,912.554,0.000831622,0.000554415,0.00124743,2863.11,1908.74,4294.67,0.00391379,0.00260919,0.00587069
2020-06-06,AK,541,10,63901,7,15.1429,0,1743.71,0.00868425,0.00868425,2.84718,1.89812,4.27076,0.908308,38.2135,25.4756,57.3202,609.468,406.312,914.202,0.000833125,0.000555416,0.00124969,2901.33,1934.22,4351.99,0.00396603,0.00264402,0.00594904
2020-06-07,AK,549,10,64904,7,12.2857,0,1887,0.00651071,0.00651071,2.72912,1.81941,4.09368,0.911139,37.2689,24.846,55.9034,608.931,405.954,913.396,0.00083239,0.000554926,0.00124858,2938.6,1959.06,4407.9,0.00401697,0.00267798,0.00602546
