date,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-02-12,0,0,0,,,,,,,,,,,55.2857,36.8571,82.9286,55.2857,36.8571,82.9286,1.66586e-07,1.11057e-07,2.49878e-07,55.2857,36.8571,82.9286,1.66586e-07,1.11057e-07,2.49878e-07
2020-02-13,0,0,0,,,,,,,,,,,149.659,99.773,224.489,204.945,136.63,307.418,6.17536e-07,4.11691e-07,9.26304e-07,204.945,136.63,307.418,6.17536e-07,4.11691e-07,9.26304e-07
2020-02-14,0,0,0,,,,,,,,,,,213.191,142.127,319.786,418.136,278.757,627.204,1.25992e-06,8.39945e-07,1.88988e-06,418.136,278.757,627.204,1.25992e-06,8.39945e-07,1.88988e-06
2020-02-15,0,0,0,,,,,,,,,,,298.842,199.228,448.263,716.978,477.985,1075.47,2.16038e-06,1.44025e-06,3.24057e-06,716.978,477.985,1075.47,2.16038e-06,1.44025e-06,3.24057e-06
2020-02-16,0,0,0,,,,,,,,,,,590.658,393.772,885.987,1307.64,871.758,1961.45,3.94014e-06,2.62676e-06,5.91021e-06,1307.64,871.758,1961.45,3.94014e-06,2.62676e-06,5.91021e-06
2020-02-17,0,0,0,,,,,,,,,,,698.902,465.935,1048.35,2006.54,1337.69,3009.81,6.04605e-06,4.0307e-06,9.06908e-06,2006.54,1337.69,3009.81,6.04605e-06,4.0307e-06,9.06908e-06
2020-02-18,0,0,0,,,,,,,,,,,866.597,577.731,1299.9,2873.14,1915.42,4309.7,8.65726e-06,5.77151e-06,1.29859e-05,2873.14,1915.42,4309.7,8.65726e-06,5.77151e-06,1.29859e-05
2020-02-19,0,0,0,,,,,,,,,,,1078.73,719.153,1618.09,3951.87,2634.58,5927.8,1.19077e-05,7.93844e-06,1.78615e-05,3951.87,2634.58,5927.8,1.19077e-05,7.93844e-06,1.78615e-05
2020-02-20,0,0,0,,,,,,,,,,,1356.43,904.288,2034.65,5308.3,3538.86,7962.45,1.59948e-05,1.06632e-05,2.39923e-05,5308.3,3538.86,7962.45,1.59948e-05,1.06632e-05,2.39923e-05
2020-02-21,0,0,0,,,,,,,,,,,1701.51,1134.34,2552.26,7009.81,4673.2,10514.7,2.11218e-05,1.40812e-05,3.16827e-05,7009.81,4673.2,10514.7,2.11218e-05,1.40812e-05,3.16827e-05
2020-02-22,0,0,0,,,,,,,,,,,2162.48,1441.66,3243.72,9172.29,6114.86,13758.4,2.76377e-05,1.84251e-05,4.14566e-05,9172.29,6114.86,13758.4,2.76377e-05,1.84251e-05,4.14566e-05
2020-02-23,0,0,0,,,,,,,,,,,2740.1,1826.74,4110.16,11912.4,7941.6,17868.6,3.58941e-05,2.39294e-05,5.38412e-05,11912.4,7941.6,17868.6,3.58941e-05,2.39294e-05,5.38412e-05
2020-02-24,0,0,0,,,,,,,,,,,3536.06,2357.37,5304.09,15448.5,10299,23172.7,4.65489e-05,3.10326e-05,6.98234e-05,15448.5,10299,23172.7,4.65489e-05,3.10326e-05,6.98234e-05
2020-02-25,0,0,0,,,,,,,,,,,4539.77,3026.51,6809.65,19988.2,13325.5,29982.3,6.0228e-05,4.0152e-05,9.0342e-05,19988.2,13325.5,29982.3,6.0228e-05,4.0152e-05,9.0342e-05
2020-02-26,0,0,0,,,,,,,,,,,5762.92,3841.95,8644.38,25751.1,17167.4,38626.7,7.75927e-05,5.17285e-05,0.000116389,25751.1,17167.4,38626.7,7.75927e-05,5.17285e-05,0.000116389
2020-02-27,0,0,0,,,,,,,,,,,7257.31,4838.21,10886,32953.2,21968.8,49429.7,9.92937e-05,6.61958e-05,0.000148941,33008.4,22005.6,49512.7,9.94603e-05,6.63069e-05,0.00014919
2020-02-28,0,0,0,,,,,,,,,,,9184.5,6123,13776.8,41988,27992,62982,0.000126517,8.43448e-05,0.000189776,42193,28128.6,63289.4,0.000127135,8.47565e-05,0.000190702
2020-02-29,18,5,42,,2.57143,0.714286,6,0.428571,0.428571,116.216,77.4776,174.325,3.23106,11392.7,7595.1,17089,53167.5,35445,79751.2,0.000160203,0.000106802,0.000240304,53585.6,35723.7,80378.4,0.000161463,0.000107642,0.000242194
2020-03-01,50,8,131,,7.14286,1.14286,18.7143,0.381679,0.381679,82.6921,55.1281,124.038,3.1803,14221,9480.66,21331.5,67089.6,44726.4,100634,0.000202153,0.000134769,0.000303229,67806.6,45204.4,101710,0.000204313,0.000136209,0.00030647
2020-03-02,94,11,336,,13.4286,1.57143,48,0.283133,0.279762,52.0459,34.6973,78.0688,3.13926,17827.9,11885.2,26741.8,84326.8,56217.9,126490,0.000254092,0.000169394,0.000381137,85634.5,57089.6,128452,0.000258032,0.000172021,0.000387048
2020-03-03,145,14,606,,20.7143,2,86.5714,0.241265,0.239274,41.8357,27.8905,62.7536,3.10218,22313.6,14875.7,33470.4,105942,70627.7,158912,0.000319221,0.000212814,0.000478831,107948,71965.4,161922,0.000325267,0.000216844,0.0004879
2020-03-04,279,16,1614,,39.8571,2.28571,230.828,0.173615,0.172671,27.0649,18.0433,40.5974,3.07446,27843.8,18562.5,41765.7,132919,88612.5,199378,0.000400508,0.000267005,0.000600761,135792,90527.9,203688,0.000409165,0.000272777,0.000613747
2020-03-05,367,20,2174,,52.4286,2.85714,310.935,0.170302,0.168616,25.872,17.248,38.808,3.04321,34961.2,23307.5,52441.8,166801,111201,250202,0.000502602,0.000335068,0.000753902,170753,113835,256130,0.000514509,0.000343006,0.000771764
2020-03-06,497,26,3011,,71,3.71429,430.778,0.166332,0.164818,23.9649,15.9766,35.9474,3.00036,43976.2,29317.5,65964.3,209421,139614,314131,0.000631022,0.000420682,0.000946534,214729,143153,322094,0.000647017,0.000431345,0.000970526
2020-03-07,631,27,3868,,87.5714,3.14286,547.362,0.161741,0.159988,24.6939,16.4626,37.0409,2.93752,53979.1,35986.1,80968.7,261699,174466,392548,0.000788544,0.000525696,0.00118282,268708,179139,403063,0.000809666,0.000539777,0.0012145
2020-03-08,827,31,11487,,111,3.28571,1623.49,0.068755,0.0683714,24.6856,16.4571,37.0284,2.85485,65016.8,43344.5,97525.2,324553,216369,486829,0.000977935,0.000651957,0.0014669,333725,222483,500588,0.00100557,0.000670382,0.00150836
2020-03-09,1112,35,13574,,145.429,3.42857,1893.19,0.0768998,0.0768167,24.3147,16.2098,36.4721,2.74472,77785.7,51857.1,116679,399599,266399,599398,0.00120406,0.000802707,0.00180609,411511,274341,617266,0.00123995,0.000826637,0.00185993
