date,Province_State,Country_Region,Combined_Key,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,New York,US,"Nassau, New York, US",0,0,,,0.0,0.0
2020-01-23,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-01-24,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-01-25,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-01-26,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-01-27,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-01-28,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-01-29,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-01-30,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-01-31,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-01,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-02,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-03,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-04,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-05,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-06,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-07,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-08,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-09,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-10,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-11,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-12,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-13,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-14,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-15,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-16,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-17,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-18,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-19,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-20,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-21,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-22,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-23,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-24,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-25,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-26,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-27,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-28,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-02-29,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-03-01,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-03-02,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-03-03,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-03-04,New York,US,"Nassau, New York, US",0,0,0.0,0.0,0.0,0.0
2020-03-05,New York,US,"Nassau, New York, US",1,0,0.0,1.0,0.14285714285714285,0.0
2020-03-06,New York,US,"Nassau, New York, US",1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-07,New York,US,"Nassau, New York, US",4,0,0.0,3.0,0.5714285714285714,0.0
2020-03-08,New York,US,"Nassau, New York, US",5,0,0.0,1.0,0.7142857142857143,0.0
2020-03-09,New York,US,"Nassau, New York, US",17,0,0.0,12.0,2.4285714285714284,0.0
2020-03-10,New York,US,"Nassau, New York, US",19,0,0.0,2.0,2.7142857142857144,0.0
